Mean: 0	Var: 0	Max: 0	Min: 0
Mean: -44.26	Var: 76.9525	Max: -19	Min: -62
Mean: -44.42	Var: 82.3638	Max: -19	Min: -64
Mean: -43.22	Var: 63.8915	Max: -19	Min: -57
Mean: -43.54	Var: 65.7683	Max: -19	Min: -58
Mean: -44.74	Var: 96.1123	Max: -19	Min: -75
Mean: -44.84	Var: 95.6144	Max: -19	Min: -67
Mean: -44.58	Var: 90.7634	Max: -19	Min: -68
Mean: -44.26	Var: 79.9525	Max: -19	Min: -65
Mean: -44.1	Var: 74.4102	Max: -19	Min: -63
Mean: -45.14	Var: 85.2405	Max: -19	Min: -65
Mean: -43.74	Var: 69.1523	Max: -19	Min: -69
Mean: -43.48	Var: 65.8896	Max: -19	Min: -57
Mean: -43.62	Var: 73.0757	Max: -19	Min: -68
Mean: -45.1	Var: 85.9701	Max: -19	Min: -63
Mean: -44.24	Var: 81.9823	Max: -19	Min: -63
Mean: -43.06	Var: 74.8563	Max: -19	Min: -67
Mean: -43.38	Var: 73.7955	Max: -19	Min: -60
Mean: -44.06	Var: 85.6563	Max: -19	Min: -69
Mean: -44.36	Var: 80.7903	Max: -19	Min: -64
Mean: -44.1	Var: 88.6502	Max: -19	Min: -70
Mean: -43.94	Var: 97.9765	Max: -19	Min: -67
Mean: -42.64	Var: 67.2304	Max: -19	Min: -58
Mean: -43.94	Var: 78.0565	Max: -19	Min: -62
Mean: -42.92	Var: 77.5938	Max: -19	Min: -60
Mean: -43.84	Var: 68.5744	Max: -19	Min: -60
Mean: -43.92	Var: 91.5138	Max: -19	Min: -71
Mean: -44.66	Var: 80.3444	Max: -19	Min: -61
Mean: -44.72	Var: 85.4815	Max: -19	Min: -65
Mean: -44	Var: 78.24	Max: -19	Min: -59
Mean: -43.08	Var: 75.3134	Max: -19	Min: -59
Mean: -42.48	Var: 61.0896	Max: -19	Min: -57
Mean: -42.98	Var: 71.4196	Max: -19	Min: -59
Mean: -42.84	Var: 88.5744	Max: -19	Min: -61
Mean: -43.46	Var: 86.6485	Max: -19	Min: -63
Mean: -42.94	Var: 82.3765	Max: -19	Min: -60
Mean: -44.6	Var: 105.6	Max: -19	Min: -65
Mean: -43.54	Var: 85.8083	Max: -19	Min: -66
Mean: -44.4	Var: 102.36	Max: -19	Min: -63
Mean: -43.1	Var: 101.17	Max: -19	Min: -69
Mean: -42.84	Var: 81.4944	Max: -19	Min: -66
Mean: -42.92	Var: 77.7938	Max: -19	Min: -61
Mean: -43.38	Var: 86.3155	Max: -19	Min: -61
Mean: -42.48	Var: 71.8096	Max: -19	Min: -58
Mean: -42.86	Var: 73.0804	Max: -19	Min: -57
Mean: -42.88	Var: 90.2655	Max: -19	Min: -63
Mean: -42.78	Var: 80.1717	Max: -19	Min: -60
Mean: -41.8	Var: 75.04	Max: -19	Min: -63
Mean: -43.5	Var: 106.29	Max: -19	Min: -64
Mean: -42.62	Var: 92.3156	Max: -19	Min: -61
Mean: -42.12	Var: 78.7856	Max: -19	Min: -60
Mean: -42.12	Var: 89.3056	Max: -19	Min: -60
Mean: -42.6	Var: 90.4001	Max: -19	Min: -60
Mean: -42.78	Var: 81.8117	Max: -19	Min: -63
Mean: -41.84	Var: 102.734	Max: -19	Min: -65
Mean: -41.74	Var: 108.592	Max: -19	Min: -69
Mean: -41.88	Var: 99.7056	Max: -19	Min: -66
Mean: -43.3	Var: 105.37	Max: -19	Min: -67
Mean: -41.6	Var: 80.1202	Max: -19	Min: -59
Mean: -42.74	Var: 90.6722	Max: -19	Min: -66
Mean: -42.56	Var: 73.5662	Max: -19	Min: -59
Mean: -44.14	Var: 99.7604	Max: -19	Min: -64
Mean: -44.36	Var: 84.7503	Max: -19	Min: -62
Mean: -42.4	Var: 68.6799	Max: -19	Min: -64
Mean: -43.66	Var: 68.2244	Max: -19	Min: -58
Mean: -43.5	Var: 59.89	Max: -19	Min: -58
Mean: -44.8	Var: 77.0001	Max: -19	Min: -64
Mean: -43.76	Var: 66.2225	Max: -19	Min: -59
Mean: -44	Var: 69.08	Max: -19	Min: -58
Mean: -43.96	Var: 86.7184	Max: -19	Min: -61
Mean: -43.96	Var: 77.6784	Max: -19	Min: -61
Mean: -42.62	Var: 61.5956	Max: -19	Min: -61
Mean: -43.8	Var: 84.6001	Max: -19	Min: -66
Mean: -43.86	Var: 78.1603	Max: -19	Min: -64
Mean: -42.84	Var: 70.8144	Max: -19	Min: -57
Mean: -43.02	Var: 70.1395	Max: -19	Min: -59
Mean: -43.62	Var: 74.4357	Max: -19	Min: -60
Mean: -44.62	Var: 86.2757	Max: -19	Min: -65
